co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,timestamp
86.15,0.0,0.06,47.88,0.2,11.66,65.33,0.0,3,1779562800
86.27,0.0,0.06,48.57,0.2,10.96,60.22,0.0,3,1779566400
86.45,0.0,0.06,49.06,0.2,10.33,55.98,0.0,3,1779570000
86.74,0.0,0.06,49.57,0.21,9.86,53.04,0.0,3,1779573600
86.92,0.0,0.06,49.88,0.21,9.55,51.31,0.0,3,1779577200
86.69,0.0,0.06,49.66,0.21,9.28,49.98,0.0,2,1779580800
86.5,0.0,0.06,49.2,0.21,9.04,48.93,0.0,2,1779584400
86.21,0.0,0.07,48.63,0.22,8.85,48.0,0.0,2,1779588000
86.09,0.01,0.06,48.06,0.22,8.65,46.88,0.0,2,1779591600
85.9,0.01,0.05,47.55,0.22,8.46,45.66,0.0,2,1779595200
85.8,0.01,0.05,46.97,0.22,8.34,44.73,0.0,2,1779598800
85.73,0.01,0.04,46.25,0.22,8.25,43.98,0.0,2,1779602400
85.66,0.01,0.04,45.42,0.22,8.18,43.36,0.0,2,1779606000
85.62,0.01,0.03,44.57,0.21,8.09,42.85,0.0,2,1779609600
85.6,0.01,0.03,43.63,0.2,7.99,42.52,0.0,2,1779613200
85.81,0.01,0.03,42.83,0.2,7.91,42.42,0.0,2,1779616800
85.79,0.01,0.03,41.75,0.2,7.73,41.36,0.0,2,1779620400
85.56,0.01,0.03,40.77,0.2,7.44,39.54,0.0,2,1779624000
85.47,0.01,0.04,40.1,0.21,7.16,37.78,0.0,2,1779627600
85.27,0.0,0.05,39.35,0.22,6.92,36.39,0.0,2,1779631200
85.12,0.0,0.06,38.63,0.24,6.8,35.46,0.0,2,1779634800
84.86,0.0,0.06,37.87,0.25,6.84,35.27,0.0,2,1779638400
84.68,0.0,0.07,37.36,0.27,7.11,36.04,0.0,2,1779642000
84.41,0.0,0.07,37.04,0.28,7.61,37.67,0.0,2,1779645600
84.27,0.0,0.07,37.2,0.3,8.26,39.91,0.0,2,1779649200
84.39,0.0,0.07,37.92,0.3,9.04,42.5,0.0,2,1779652800
84.85,0.0,0.07,38.72,0.3,9.97,45.52,0.0,2,1779656400
85.24,0.0,0.07,39.47,0.31,11.04,48.77,0.0,2,1779660000
85.59,0.0,0.07,39.99,0.32,12.15,51.75,0.0,3,1779663600
85.88,0.0,0.07,40.15,0.33,13.22,54.51,0.0,3,1779667200
85.77,0.0,0.07,40.18,0.34,14.11,56.7,0.0,3,1779670800
85.54,0.0,0.08,40.13,0.34,14.61,57.56,0.0,3,1779674400
85.0,0.01,0.07,40.31,0.34,14.7,57.43,0.0,3,1779678000
84.45,0.01,0.06,40.76,0.34,14.54,56.94,0.0,3,1779681600
84.07,0.01,0.05,41.17,0.33,14.39,56.92,0.0,3,1779685200
83.47,0.01,0.05,41.04,0.33,14.36,56.93,0.0,3,1779688800
82.98,0.01,0.04,40.4,0.33,14.37,56.62,0.0,3,1779692400
82.66,0.01,0.04,39.59,0.33,14.52,56.33,0.0,3,1779696000
82.84,0.01,0.04,38.99,0.33,14.85,56.94,0.0,3,1779699600
83.27,0.01,0.04,38.88,0.33,15.61,59.13,0.0,3,1779703200
83.83,0.01,0.04,38.95,0.33,16.72,62.25,0.0,3,1779706800
84.24,0.01,0.04,39.13,0.34,17.91,65.75,0.0,3,1779710400
84.3,0.01,0.05,39.4,0.35,18.83,68.54,0.0,3,1779714000
83.79,0.0,0.07,39.23,0.36,19.1,69.12,0.0,3,1779717600
83.1,0.0,0.08,38.88,0.36,18.51,67.12,0.0,3,1779721200
82.31,0.0,0.08,38.47,0.37,17.18,63.29,0.0,3,1779724800
81.63,0.0,0.09,38.13,0.37,15.58,59.11,0.0,3,1779728400
81.14,0.0,0.09,37.84,0.37,14.14,55.54,0.0,3,1779732000
80.66,0.0,0.09,37.58,0.37,13.04,53.33,0.0,3,1779735600
80.33,0.0,0.09,37.22,0.37,12.36,52.37,0.0,3,1779739200
80.12,0.0,0.1,36.81,0.38,12.01,52.35,0.0,3,1779742800
80.11,0.0,0.1,36.69,0.39,11.98,54.44,0.0,3,1779746400
80.32,0.0,0.1,37.08,0.39,12.29,58.43,0.0,3,1779750000
80.55,0.0,0.1,37.75,0.39,12.9,63.21,0.0,3,1779753600
80.74,0.0,0.1,38.23,0.39,13.53,67.1,0.0,3,1779757200
80.65,0.0,0.11,38.0,0.4,13.91,68.39,0.0,3,1779760800
80.65,0.01,0.11,37.49,0.41,14.03,68.03,0.0,3,1779764400
80.52,0.02,0.09,37.25,0.42,14.03,67.48,0.0,3,1779768000
80.88,0.02,0.07,37.52,0.42,14.17,68.13,0.0,3,1779771600
81.25,0.02,0.06,37.73,0.41,14.46,69.28,0.0,3,1779775200
81.6,0.01,0.06,37.46,0.41,14.78,69.57,0.0,3,1779778800
81.75,0.01,0.05,36.66,0.4,15.05,68.52,0.0,3,1779782400
81.56,0.01,0.05,35.76,0.4,15.27,66.81,0.0,3,1779786000
81.51,0.01,0.05,35.0,0.39,15.42,65.15,0.0,3,1779789600
81.19,0.01,0.05,34.43,0.39,15.32,63.6,0.0,3,1779793200
80.74,0.01,0.05,34.3,0.39,14.96,62.44,0.0,3,1779796800
80.33,0.01,0.06,34.32,0.39,14.4,61.38,0.0,3,1779800400
79.49,0.0,0.08,34.18,0.39,13.72,59.84,0.0,3,1779804000
78.5,0.0,0.1,33.89,0.39,13.1,58.2,0.0,3,1779807600
77.58,0.0,0.1,33.75,0.39,12.69,57.22,0.0,3,1779811200
77.39,0.0,0.1,33.74,0.4,12.46,57.05,0.0,3,1779814800
77.41,0.0,0.1,34.03,0.4,12.34,57.07,0.0,3,1779818400
77.49,0.0,0.1,34.26,0.39,12.2,56.89,0.0,3,1779822000
77.89,0.0,0.1,34.46,0.39,12.06,56.43,0.0,3,1779825600
77.93,0.0,0.1,34.57,0.39,11.89,55.7,0.0,3,1779829200
77.94,0.0,0.1,34.58,0.38,11.66,54.85,0.0,3,1779832800
77.71,0.0,0.11,34.47,0.38,11.45,54.14,0.0,3,1779836400
77.4,0.0,0.11,34.28,0.39,11.19,53.6,0.0,3,1779840000
77.22,0.0,0.11,34.29,0.38,10.83,53.41,0.0,3,1779843600
77.21,0.0,0.12,34.47,0.38,10.47,53.64,0.0,3,1779847200
77.19,0.01,0.1,34.75,0.37,10.15,54.08,0.0,3,1779850800
76.87,0.02,0.09,35.05,0.36,9.87,54.04,0.0,3,1779854400
76.49,0.02,0.07,35.05,0.36,9.69,53.28,0.0,3,1779858000
75.96,0.02,0.06,34.71,0.36,9.63,52.14,0.0,3,1779861600
75.36,0.02,0.06,34.23,0.36,9.65,51.08,0.0,3,1779865200
75.02,0.01,0.06,33.68,0.36,9.71,50.16,0.0,3,1779868800
74.88,0.01,0.05,33.2,0.36,9.75,49.44,0.0,2,1779872400
75.39,0.01,0.05,32.97,0.35,9.81,48.96,0.0,2,1779876000
75.81,0.01,0.05,32.92,0.35,9.86,48.65,0.0,2,1779879600
76.35,0.01,0.06,33.14,0.35,9.96,48.8,0.0,2,1779883200
77.06,0.01,0.07,33.52,0.36,10.19,49.58,0.0,2,1779886800
77.47,0.0,0.08,33.77,0.37,10.48,50.68,0.0,3,1779890400
77.7,0.0,0.09,33.98,0.38,10.8,51.9,0.0,3,1779894000
77.72,0.0,0.09,34.06,0.39,11.06,53.2,0.0,3,1779897600
77.63,0.0,0.09,34.24,0.4,11.33,54.93,0.0,3,1779901200
77.68,0.0,0.09,34.47,0.41,11.54,56.75,0.0,3,1779904800
77.52,0.0,0.09,34.63,0.42,11.58,57.52,0.0,3,1779908400
77.13,0.0,0.09,34.59,0.42,11.39,56.79,0.0,3,1779912000
76.63,0.0,0.09,34.38,0.42,11.16,55.68,0.0,3,1779915600
76.16,0.0,0.1,34.13,0.41,10.93,55.08,0.0,3,1779919200
75.9,0.0,0.1,33.76,0.4,10.78,54.73,0.0,3,1779922800
75.64,0.0,0.1,33.41,0.39,10.7,54.41,0.0,3,1779926400
75.54,0.0,0.1,33.23,0.39,10.69,54.41,0.0,3,1779930000
75.33,0.0,0.11,32.96,0.39,10.81,54.59,0.0,3,1779933600
75.1,0.01,0.1,32.58,0.39,10.98,54.89,0.0,3,1779937200
74.61,0.02,0.08,32.34,0.39,11.16,55.08,0.0,3,1779940800
74.44,0.02,0.07,32.2,0.39,11.28,55.14,0.0,3,1779944400
74.35,0.02,0.06,31.97,0.39,11.31,54.73,0.0,3,1779948000
74.49,0.02,0.06,31.69,0.38,11.24,53.82,0.0,3,1779951600
74.69,0.01,0.05,31.44,0.38,11.13,52.97,0.0,3,1779955200
75.01,0.01,0.05,31.33,0.37,11.07,52.64,0.0,3,1779958800
75.46,0.01,0.05,31.4,0.37,11.19,53.23,0.0,3,1779962400
75.5,0.01,0.05,31.44,0.38,11.42,54.29,0.0,3,1779966000
75.16,0.01,0.05,31.37,0.39,11.73,55.58,0.0,3,1779969600
74.92,0.01,0.06,31.41,0.4,12.04,56.73,0.0,3,1779973200
74.87,0.0,0.08,31.54,0.4,12.23,57.14,0.0,3,1779976800
75.03,0.0,0.09,31.75,0.41,12.26,56.71,0.0,3,1779980400
75.37,0.0,0.09,32.08,0.4,12.08,55.71,0.0,3,1779984000
75.65,0.0,0.09,32.54,0.4,11.79,54.67,0.0,3,1779987600
76.15,0.0,0.09,33.02,0.4,11.62,54.33,0.0,3,1779991200
76.51,0.0,0.09,33.38,0.4,11.58,54.83,0.0,3,1779994800
76.95,0.0,0.09,33.34,0.41,11.71,55.85,0.0,3,1779998400
77.37,0.0,0.1,33.16,0.42,11.87,56.86,0.0,3,1780002000
77.7,0.0,0.1,33.08,0.42,12.09,58.29,0.0,3,1780005600
78.05,0.0,0.1,33.2,0.43,12.43,60.33,0.0,3,1780009200
78.26,0.0,0.1,33.49,0.43,12.96,63.11,0.0,3,1780012800
78.41,0.0,0.11,33.84,0.44,13.56,65.88,0.0,3,1780016400
78.42,0.0,0.11,34.23,0.44,14.09,67.93,0.0,3,1780020000
78.37,0.01,0.09,34.65,0.44,14.55,69.48,0.0,3,1780023600
77.99,0.02,0.08,34.95,0.44,15.02,71.03,0.0,3,1780027200
77.23,0.02,0.07,35.12,0.44,15.55,72.63,0.0,3,1780030800
76.44,0.02,0.06,35.08,0.43,15.99,73.8,0.0,3,1780034400
75.82,0.01,0.06,34.89,0.42,16.28,74.38,0.0,3,1780038000
75.25,0.01,0.05,34.32,0.42,16.42,74.59,0.0,3,1780041600
74.64,0.01,0.05,33.51,0.41,16.43,74.63,0.0,3,1780045200
74.27,0.01,0.05,32.91,0.41,16.36,74.63,0.0,3,1780048800
74.0,0.01,0.05,32.64,0.42,16.11,74.25,0.0,3,1780052400
73.78,0.01,0.05,32.82,0.42,15.7,73.42,0.0,3,1780056000
73.87,0.01,0.06,33.13,0.42,15.29,72.31,0.0,3,1780059600
73.75,0.0,0.08,33.07,0.43,14.9,70.82,0.0,3,1780063200
73.55,0.0,0.09,32.79,0.43,14.54,69.37,0.0,3,1780066800
73.59,0.0,0.09,32.66,0.44,14.2,68.33,0.0,3,1780070400
73.74,0.0,0.1,32.84,0.44,13.85,67.22,0.0,3,1780074000
74.12,0.0,0.1,33.14,0.44,13.55,65.98,0.0,3,1780077600
74.62,0.0,0.1,33.71,0.44,13.33,65.1,0.0,3,1780081200
75.61,0.0,0.1,34.48,0.45,13.25,65.03,0.0,3,1780084800
76.55,0.0,0.11,35.42,0.46,13.35,66.17,0.0,3,1780088400
77.46,0.0,0.11,36.94,0.47,13.77,69.23,0.0,3,1780092000
77.8,0.0,0.12,38.39,0.49,14.44,73.02,0.0,3,1780095600
77.34,0.0,0.12,38.52,0.51,15.06,75.46,0.0,3,1780099200
76.6,0.0,0.12,37.68,0.51,15.39,76.42,0.0,3,1780102800
76.32,0.0,0.12,36.98,0.51,15.42,76.15,0.0,3,1780106400
76.44,0.01,0.11,36.8,0.49,15.3,75.19,0.0,3,1780110000
76.86,0.02,0.09,37.31,0.48,15.16,74.25,0.0,3,1780113600
77.23,0.02,0.07,37.79,0.46,15.07,73.01,0.0,3,1780117200
77.35,0.02,0.06,37.67,0.44,15.02,71.61,0.0,3,1780120800
77.09,0.01,0.06,36.97,0.43,15.05,70.32,0.0,3,1780124400
76.46,0.01,0.05,35.92,0.42,15.13,69.51,0.0,3,1780128000
75.86,0.01,0.05,34.96,0.42,15.17,69.12,0.0,3,1780131600
75.64,0.01,0.05,34.53,0.41,15.13,69.22,0.0,3,1780135200
75.55,0.01,0.05,34.65,0.41,14.95,69.27,0.0,3,1780138800
75.46,0.01,0.05,35.2,0.41,14.74,69.68,0.0,3,1780142400
75.69,0.01,0.06,35.94,0.41,14.69,70.88,0.0,3,1780146000
75.75,0.0,0.08,36.6,0.42,14.8,72.42,0.0,3,1780149600
75.61,0.0,0.09,36.83,0.44,15.04,73.77,0.0,3,1780153200
75.42,0.0,0.09,36.73,0.45,15.21,74.45,0.0,3,1780156800
75.35,0.0,0.1,36.58,0.46,15.2,74.28,0.0,3,1780160400
75.5,0.0,0.1,36.51,0.46,15.08,73.62,0.0,3,1780164000
75.4,0.0,0.1,36.11,0.46,14.94,73.2,0.0,3,1780167600
75.08,0.0,0.1,35.53,0.46,14.95,73.38,0.0,3,1780171200
74.71,0.0,0.1,35.06,0.46,15.06,73.82,0.0,3,1780174800
74.48,0.0,0.1,34.79,0.46,15.2,74.22,0.0,3,1780178400
74.59,0.0,0.1,34.43,0.46,15.24,74.03,0.0,3,1780182000
74.7,0.0,0.1,33.91,0.45,15.1,73.0,0.0,3,1780185600
74.81,0.0,0.1,33.36,0.45,14.83,71.4,0.0,3,1780189200
74.97,0.0,0.1,33.28,0.44,14.56,70.13,0.0,3,1780192800
75.24,0.01,0.08,33.61,0.43,14.34,69.4,0.0,3,1780196400
75.23,0.01,0.07,34.26,0.42,14.22,69.15,0.0,3,1780200000
74.93,0.01,0.06,34.68,0.41,14.18,69.12,0.0,3,1780203600
74.37,0.01,0.06,34.45,0.4,14.2,68.98,0.0,3,1780207200
73.63,0.01,0.05,33.65,0.39,14.22,68.66,0.0,3,1780210800
72.99,0.01,0.05,32.88,0.38,14.19,68.3,0.0,3,1780214400
72.63,0.01,0.05,32.3,0.38,14.17,68.27,0.0,3,1780218000
72.54,0.01,0.05,32.04,0.37,14.14,68.4,0.0,3,1780221600
72.45,0.01,0.05,31.95,0.37,14.03,67.97,0.0,3,1780225200
72.39,0.01,0.05,32.25,0.37,13.83,66.94,0.0,3,1780228800
72.76,0.01,0.06,32.92,0.36,13.65,65.93,0.0,3,1780232400
72.87,0.0,0.07,33.48,0.36,13.58,65.52,0.0,3,1780236000
72.9,0.0,0.08,33.7,0.37,13.66,65.81,0.0,3,1780239600
72.72,0.0,0.08,33.62,0.37,13.79,66.1,0.0,3,1780243200
72.93,0.0,0.08,33.37,0.38,13.83,66.37,0.0,3,1780246800
73.28,0.0,0.08,33.14,0.39,13.79,66.29,0.0,3,1780250400
73.78,0.0,0.09,32.9,0.39,13.63,65.82,0.0,3,1780254000
74.29,0.0,0.09,32.81,0.39,13.54,65.47,0.0,3,1780257600
74.6,0.0,0.09,32.77,0.39,13.59,65.59,0.0,3,1780261200
74.83,0.0,0.09,33.07,0.39,13.87,66.4,0.0,3,1780264800
74.78,0.0,0.09,33.35,0.39,14.24,67.5,0.0,3,1780268400
74.52,0.0,0.1,33.46,0.4,14.59,68.56,0.0,3,1780272000
74.35,0.0,0.1,33.66,0.41,14.82,69.03,0.0,3,1780275600
74.46,0.0,0.1,33.98,0.41,14.87,69.11,0.0,3,1780279200
74.52,0.01,0.09,34.45,0.4,14.82,68.89,0.0,3,1780282800
74.45,0.01,0.08,34.95,0.39,14.71,68.83,0.0,3,1780286400
74.38,0.01,0.07,35.23,0.39,14.62,68.97,0.0,3,1780290000
74.08,0.01,0.06,34.78,0.39,14.56,69.23,0.0,3,1780293600
73.76,0.01,0.06,33.92,0.38,14.48,69.58,0.0,3,1780297200
73.58,0.01,0.05,33.22,0.38,14.37,69.87,0.0,3,1780300800
73.74,0.01,0.05,32.73,0.37,14.23,70.22,0.0,3,1780304400
74.08,0.01,0.05,32.68,0.37,14.11,70.55,0.0,3,1780308000
74.39,0.01,0.05,32.55,0.36,13.9,70.19,0.0,3,1780311600
74.58,0.01,0.05,32.6,0.35,13.72,69.51,0.0,3,1780315200
74.85,0.01,0.06,32.67,0.35,13.59,68.73,0.0,3,1780318800
74.98,0.0,0.08,32.75,0.36,13.56,68.21,0.0,3,1780322400
75.32,0.0,0.08,32.97,0.37,13.58,67.95,0.0,3,1780326000
75.66,0.0,0.08,33.55,0.38,13.61,68.08,0.0,3,1780329600
76.23,0.0,0.08,34.49,0.38,13.71,68.64,0.0,3,1780333200
76.6,0.0,0.08,35.36,0.38,14.0,69.78,0.0,3,1780336800
76.87,0.0,0.08,35.99,0.38,14.42,71.13,0.0,3,1780340400
76.96,0.0,0.08,36.44,0.39,14.91,72.67,0.0,3,1780344000
77.05,0.0,0.09,36.72,0.39,15.37,74.07,0.0,3,1780347600
77.13,0.0,0.09,37.26,0.4,15.82,75.91,0.0,3,1780351200
77.1,0.0,0.09,37.98,0.41,16.28,78.09,0.0,3,1780354800
77.04,0.0,0.09,38.28,0.42,16.58,79.31,0.0,3,1780358400
76.78,0.0,0.09,37.89,0.43,16.64,79.34,0.0,3,1780362000
76.4,0.0,0.1,37.32,0.44,16.43,77.66,0.0,3,1780365600
76.16,0.01,0.1,37.35,0.43,16.18,75.71,0.0,3,1780369200
76.17,0.01,0.08,38.25,0.42,16.06,75.33,0.0,3,1780372800
76.02,0.01,0.07,38.37,0.41,15.96,75.2,0.0,3,1780376400
75.86,0.01,0.06,38.02,0.4,16.01,76.03,0.0,3,1780380000
75.7,0.01,0.05,37.34,0.39,16.15,77.36,0.0,3,1780383600
75.24,0.01,0.05,36.23,0.38,16.2,77.85,0.0,3,1780387200
74.9,0.01,0.05,35.16,0.36,16.16,77.84,0.0,3,1780390800
74.64,0.01,0.05,34.45,0.35,16.15,78.0,0.0,3,1780394400
74.39,0.01,0.05,34.02,0.33,16.03,77.57,0.0,3,1780398000
74.22,0.01,0.06,33.91,0.32,15.85,76.81,0.0,3,1780401600
74.38,0.01,0.07,33.8,0.31,15.74,75.98,0.0,3,1780405200
74.33,0.0,0.09,33.53,0.32,15.62,74.64,0.0,3,1780408800
74.37,0.0,0.1,33.35,0.33,15.45,73.16,0.0,3,1780412400
74.43,0.0,0.1,33.27,0.34,15.32,71.85,0.0,3,1780416000
74.63,0.0,0.1,33.48,0.34,15.24,71.49,0.0,3,1780419600
74.81,0.0,0.1,34.13,0.34,15.31,72.65,0.0,3,1780423200
75.16,0.0,0.09,35.44,0.34,15.54,75.4,0.0,3,1780426800
75.57,0.0,0.09,36.32,0.35,15.87,77.78,0.0,3,1780430400
75.8,0.0,0.09,36.7,0.37,16.21,79.91,0.0,3,1780434000
76.2,0.0,0.09,37.59,0.38,16.79,82.97,0.0,3,1780437600
76.43,0.0,0.09,38.84,0.38,17.54,86.35,0.0,3,1780441200
76.6,0.0,0.09,39.93,0.37,18.27,89.2,0.0,3,1780444800
76.71,0.0,0.09,40.91,0.36,18.88,91.62,0.0,3,1780448400
76.93,0.0,0.1,41.94,0.36,19.43,93.66,0.0,3,1780452000
76.9,0.01,0.09,42.34,0.35,19.7,94.62,0.0,3,1780455600
76.39,0.01,0.08,42.36,0.35,19.69,94.57,0.0,3,1780459200
76.0,0.01,0.06,41.71,0.34,19.48,93.98,0.0,3,1780462800
75.34,0.01,0.06,40.15,0.34,19.02,92.67,0.0,3,1780466400
74.96,0.01,0.05,38.87,0.33,18.67,92.31,0.0,3,1780470000
74.85,0.01,0.05,38.7,0.32,18.7,93.24,0.0,3,1780473600
74.94,0.01,0.04,39.34,0.31,19.08,94.59,0.0,3,1780477200
75.5,0.01,0.04,41.21,0.32,19.87,96.34,0.0,3,1780480800
76.36,0.01,0.04,44.35,0.32,20.97,98.04,0.0,3,1780484400
77.27,0.01,0.04,47.61,0.33,22.21,100.1,0.0,4,1780488000
78.46,0.0,0.05,50.81,0.34,23.46,102.5,0.0,4,1780491600
79.43,0.0,0.06,52.82,0.35,24.33,104.33,0.0,4,1780495200
80.15,0.0,0.07,53.9,0.35,24.64,104.75,0.0,4,1780498800
80.24,0.0,0.07,53.9,0.35,24.37,103.47,0.0,4,1780502400
79.88,0.0,0.07,52.44,0.35,23.63,101.33,0.0,4,1780506000
79.06,0.0,0.07,49.66,0.36,22.56,98.6,0.0,3,1780509600
77.92,0.0,0.08,46.45,0.36,21.46,95.87,0.0,3,1780513200
77.18,0.0,0.08,44.47,0.36,20.81,94.43,0.0,3,1780516800
76.73,0.0,0.08,43.5,0.36,20.6,94.38,0.0,3,1780520400
76.55,0.0,0.08,43.3,0.35,20.75,95.58,0.0,3,1780524000
76.58,0.0,0.08,43.49,0.36,21.1,97.48,0.0,3,1780527600
76.61,0.0,0.08,43.86,0.37,21.53,99.83,0.0,3,1780531200
76.67,0.0,0.08,44.48,0.37,21.97,101.74,0.0,4,1780534800
77.03,0.0,0.08,46.27,0.38,22.5,103.11,0.0,4,1780538400
77.45,0.01,0.08,48.82,0.38,23.06,103.94,0.0,4,1780542000
77.7,0.01,0.06,51.43,0.38,23.41,104.52,0.0,4,1780545600
78.11,0.01,0.05,53.73,0.38,23.68,105.59,0.0,4,1780549200
78.17,0.01,0.05,54.84,0.38,24.04,108.25,0.0,4,1780552800
78.09,0.01,0.04,54.79,0.39,24.7,112.9,0.0,4,1780556400
77.83,0.01,0.04,53.75,0.38,25.51,118.8,0.0,4,1780560000
77.52,0.01,0.04,52.02,0.38,26.32,125.02,0.0,4,1780563600
77.49,0.01,0.04,50.5,0.38,27.25,131.32,0.0,4,1780567200
77.33,0.01,0.04,49.46,0.38,28.08,136.65,0.0,4,1780570800
77.37,0.01,0.04,49.16,0.39,28.8,140.72,0.0,4,1780574400
77.67,0.01,0.05,49.32,0.39,29.45,144.02,0.0,4,1780578000
77.82,0.0,0.07,48.85,0.4,29.93,147.32,0.0,4,1780581600
77.86,0.0,0.07,48.41,0.42,30.36,150.58,0.0,4,1780585200
78.14,0.0,0.07,48.44,0.43,30.81,152.55,0.0,4,1780588800
78.35,0.0,0.07,48.67,0.44,31.15,152.71,0.0,4,1780592400
78.36,0.0,0.07,48.83,0.45,31.3,150.9,0.0,4,1780596000
78.46,0.0,0.07,49.15,0.45,31.13,147.26,0.0,4,1780599600
78.58,0.0,0.07,49.49,0.46,30.7,143.03,0.0,4,1780603200
78.72,0.0,0.07,49.64,0.47,30.13,138.76,0.0,4,1780606800
78.9,0.0,0.07,50.06,0.47,29.61,134.68,0.0,4,1780610400
78.9,0.0,0.07,50.01,0.46,28.94,130.17,0.0,4,1780614000
78.47,0.0,0.07,49.24,0.46,28.01,125.44,0.0,4,1780617600
77.99,0.0,0.07,48.17,0.46,27.1,120.79,0.0,4,1780621200
77.62,0.0,0.09,47.6,0.45,26.42,116.35,0.0,4,1780624800
77.37,0.01,0.08,47.45,0.44,25.92,113.06,0.0,4,1780628400
77.12,0.01,0.07,47.57,0.44,25.52,111.09,0.0,4,1780632000
76.94,0.01,0.06,47.73,0.43,25.36,110.26,0.0,4,1780635600
77.0,0.01,0.05,47.78,0.43,25.36,109.8,0.0,4,1780639200
77.07,0.01,0.05,47.72,0.42,25.47,109.38,0.0,4,1780642800
77.02,0.01,0.04,47.08,0.4,25.53,109.1,0.0,4,1780646400
76.84,0.01,0.04,46.0,0.38,25.52,109.1,0.0,4,1780650000
76.83,0.01,0.04,45.0,0.37,25.59,109.63,0.0,4,1780653600
76.59,0.01,0.04,44.16,0.36,25.67,110.53,0.0,4,1780657200
76.53,0.01,0.05,43.93,0.36,25.9,111.91,0.0,4,1780660800
76.96,0.01,0.06,44.55,0.35,26.42,113.83,0.0,4,1780664400
77.39,0.0,0.07,45.53,0.35,27.11,115.98,0.0,4,1780668000
78.08,0.0,0.08,46.84,0.35,27.95,118.38,0.0,4,1780671600
78.71,0.0,0.08,48.38,0.35,28.89,120.92,0.0,4,1780675200
79.28,0.0,0.08,49.75,0.36,30.02,125.38,0.0,4,1780678800
79.64,0.0,0.07,50.36,0.38,31.38,133.51,0.0,4,1780682400
79.89,0.0,0.07,50.41,0.4,32.86,143.9,0.0,4,1780686000
80.41,0.0,0.07,50.8,0.41,34.12,152.24,0.0,4,1780689600
81.28,0.0,0.07,51.81,0.41,35.09,156.84,0.0,4,1780693200
82.1,0.0,0.06,53.87,0.4,36.05,158.07,0.0,4,1780696800
82.86,0.0,0.06,55.64,0.4,36.61,157.64,0.0,4,1780700400
82.88,0.0,0.06,55.81,0.41,36.25,155.33,0.0,4,1780704000
82.16,0.0,0.06,55.09,0.41,35.16,150.91,0.0,4,1780707600
81.38,0.0,0.08,54.11,0.41,33.85,145.9,0.0,4,1780711200
80.4,0.01,0.07,53.19,0.42,32.45,140.86,0.0,4,1780714800
79.53,0.01,0.06,52.58,0.41,31.05,135.62,0.0,4,1780718400
78.92,0.01,0.06,52.17,0.41,29.76,130.85,0.0,4,1780722000
78.28,0.01,0.05,51.37,0.4,28.48,125.99,0.0,4,1780725600
77.66,0.01,0.05,50.16,0.39,27.16,120.41,0.0,4,1780729200
76.99,0.01,0.04,48.72,0.38,25.96,114.69,0.0,4,1780732800
76.49,0.01,0.04,47.42,0.37,24.97,109.6,0.0,4,1780736400
76.58,0.01,0.04,46.86,0.37,24.23,105.1,0.0,4,1780740000
76.55,0.01,0.04,46.98,0.36,23.53,100.57,0.0,4,1780743600
76.93,0.01,0.04,48.18,0.36,23.04,96.53,0.0,3,1780747200
77.99,0.0,0.05,50.38,0.37,22.89,94.12,0.0,3,1780750800
78.89,0.0,0.06,52.16,0.37,23.13,94.71,0.0,3,1780754400
79.56,0.0,0.07,53.04,0.38,24.27,101.5,0.0,4,1780758000
80.1,0.0,0.07,53.21,0.38,27.06,117.64,0.0,4,1780761600
80.64,0.0,0.07,53.12,0.4,32.34,146.42,0.0,4,1780765200
81.44,0.0,0.07,53.17,0.43,40.21,186.49,0.0,4,1780768800
81.98,0.0,0.07,53.38,0.45,48.51,226.06,0.0,5,1780772400
82.45,0.0,0.07,54.07,0.46,54.07,250.61,0.0,5,1780776000
82.39,0.0,0.06,54.46,0.46,56.0,257.82,0.0,5,1780779600
81.81,0.0,0.06,54.28,0.45,54.77,251.11,0.0,5,1780783200
80.74,0.0,0.06,53.82,0.45,51.29,233.12,0.0,5,1780786800
79.26,0.0,0.07,52.9,0.45,46.65,211.41,0.0,5,1780790400
77.65,0.0,0.07,52.08,0.44,42.03,190.59,0.0,4,1780794000
76.49,0.0,0.08,52.01,0.44,37.54,170.7,0.0,4,1780797600
75.79,0.0,0.07,52.99,0.44,33.58,152.46,0.0,4,1780801200
75.72,0.01,0.06,54.36,0.43,30.51,137.29,0.0,4,1780804800
75.71,0.01,0.05,54.93,0.42,28.43,126.87,0.0,4,1780808400
75.38,0.01,0.05,54.2,0.42,27.3,122.25,0.0,4,1780812000
75.02,0.01,0.04,52.58,0.41,27.31,125.56,0.0,4,1780815600
74.73,0.01,0.04,50.7,0.4,28.53,137.8,0.0,4,1780819200
74.69,0.01,0.04,49.02,0.39,31.13,159.44,0.0,4,1780822800
75.0,0.01,0.04,48.14,0.39,35.7,193.86,0.0,4,1780826400
75.48,0.01,0.04,48.02,0.4,42.96,244.0,0.0,5,1780830000
76.44,0.01,0.04,48.97,0.41,53.23,309.66,0.0,5,1780833600
77.65,0.0,0.05,50.6,0.43,66.56,391.59,0.0,5,1780837200
78.47,0.0,0.07,51.51,0.45,81.72,485.06,0.0,5,1780840800
78.79,0.0,0.08,51.94,0.48,96.47,575.16,0.0,5,1780844400
78.91,0.0,0.08,52.36,0.51,107.52,634.14,0.0,5,1780848000
